Country_Name,Country_Code,Year,Fertility_Rate,GDP
Congo. Dem. Rep.,COD,2014,6.483,472.2662357
Congo. Dem. Rep.,COD,2014,6.483,5.762181554
Congo. Rep.,COG,2014,4.626,3623.827057
Congo. Rep.,COG,2014,4.626,4.127141781
Costa Rica,CRI,2014,1.819,10737.67888
Costa Rica,CRI,2014,1.819,2.414564007
Cote d'Ivoire,CIV,2014,4.867,2124.01943
Cote d'Ivoire,CIV,2014,4.867,6.868861326
Croatia,HRV,2014,1.46,14035.85974
Croatia,HRV,2014,1.46,0.065096665
Cuba,CUB,2014,1.663,7117.535735
Cuba,CUB,2014,1.663,0.954420824
Curacao,CUW,2014,2.0,19623.02999
Curacao,CUW,2014,2.0,-1.967466527
Cyprus,CYP,2014,1.315,27244.34375
Cyprus,CYP,2014,1.315,-0.688984538
Czechia,CZE,2014,1.53,19890.91991
Czechia,CZE,2014,1.53,2.154500479
Denmark,DNK,2014,1.69,62548.98473
Denmark,DNK,2014,1.69,1.105433466
Djibouti,DJI,2014,3.112,2239.114538
Djibouti,DJI,2014,3.112,5.185262601
Dominica,DMA,2014,1.734,7502.12091
Dominica,DMA,2014,1.734,3.920238121
Dominican Republic,DOM,2014,2.445,6533.670911
Dominican Republic,DOM,2014,2.445,5.748381463
Early-demographic dividend,EAR,2014,2.621076075,3449.005593
Early-demographic dividend,EAR,2014,2.621076075,2.678241059
East Asia & Pacific,EAS,2014,1.895685742,9695.983116
East Asia & Pacific,EAS,2014,1.895685742,3.978943676
East Asia & Pacific (excluding high income),EAP,2014,1.948956039,6292.346456
East Asia & Pacific (excluding high income),EAP,2014,1.948956039,6.132535698
East Asia & Pacific (IDA & IBRD countries),TEA,2014,1.949767461,6363.123695
East Asia & Pacific (IDA & IBRD countries),TEA,2014,1.949767461,6.128519908
Ecuador,ECU,2014,2.335,6436.761037
Ecuador,ECU,2014,2.335,2.691182658
Egypt. Arab Rep.,EGY,2014,3.441,3196.861381
Egypt. Arab Rep.,EGY,2014,3.441,0.53182407
El Salvador,SLV,2014,2.126,3638.517658
El Salvador,SLV,2014,2.126,1.338113134
Equatorial Guinea,GNQ,2014,4.863,16804.92493
Equatorial Guinea,GNQ,2014,4.863,-3.557707297
Estonia,EST,2014,1.54,20261.06673
Estonia,EST,2014,1.54,3.281874814
Eswatini,SWZ,2014,3.174,3928.522755
Eswatini,SWZ,2014,3.174,0.246802469
Ethiopia,ETH,2014,4.609,557.5341484
Ethiopia,ETH,2014,4.609,7.314544923
Euro area,EMU,2014,1.550235725,39594.59529
Euro area,EMU,2014,1.550235725,1.060758435
Europe & Central Asia,ECS,2014,1.767421139,26341.07777
Europe & Central Asia,ECS,2014,1.767421139,1.455454848
Europe & Central Asia (excluding high income),ECA,2014,2.149153073,7307.046191
Europe & Central Asia (excluding high income),ECA,2014,2.149153073,2.495649467
Europe & Central Asia (IDA & IBRD countries),TEC,2014,1.919345467,10313.11527
Europe & Central Asia (IDA & IBRD countries),TEC,2014,1.919345467,1.819917828
European Union,EUU,2014,1.535150704,35282.51646
European Union,EUU,2014,1.535150704,1.347522451
Faroe Islands,FRO,2014,2.5686,60126.12564
Faroe Islands,FRO,2014,2.5686,5.330455675
Fiji,FJI,2014,2.657,5305.064407
Fiji,FJI,2014,2.657,5.360486527
Finland,FIN,2014,1.71,50327.24029
Finland,FIN,2014,1.71,-0.776108383
Fragile and conflict affected situations,FCS,2014,4.683753407,2396.435887
Fragile and conflict affected situations,FCS,2014,4.683753407,-0.239600469
France,FRA,2014,2.0,43068.54872
France,FRA,2014,2.0,0.484564448
French Polynesia,PYF,2014,1.959,21223.07549
French Polynesia,PYF,2014,1.959,-0.045320964
Gabon,GAB,2014,3.953,9255.368035
Gabon,GAB,2014,3.953,0.887273108
Gambia. The,GMB,2014,5.416,561.6496346
Gambia. The,GMB,2014,5.416,-4.296675102
Georgia,GEO,2014,2.115,4830.334862
Georgia,GEO,2014,2.115,4.041627523
Germany,DEU,2014,1.47,48023.86998
Germany,DEU,2014,1.47,1.784341886
Ghana,GHA,2014,4.05,1942.921842
Ghana,GHA,2014,4.05,0.409400947
Greece,GRC,2014,1.3,21616.71001
Greece,GRC,2014,1.3,1.147211957
Greenland,GRL,2014,2.037,50485.22441
Greenland,GRL,2014,2.037,5.091927333
Grenada,GRD,2014,2.148,7726.378262
Grenada,GRD,2014,2.148,6.407661874
Guam,GUM,2014,2.943,33483.94144
Guam,GUM,2014,2.943,1.495953254
Guatemala,GTM,2014,3.088,3779.626205
Guatemala,GTM,2014,3.088,2.653911909
Guinea,GIN,2014,5.049,774.5690396
Guinea,GIN,2014,5.049,1.153539503
Guinea-Bissau,GNB,2014,4.802,651.2045317
Guinea-Bissau,GNB,2014,4.802,-1.673870507
Guyana,GUY,2014,2.558,5495.377075
Guyana,GUY,2014,2.558,1.186262665
Haiti,HTI,2014,3.157,1454.64916
Haiti,HTI,2014,3.157,1.391457945
Heavily indebted poor countries (HIPC),HPC,2014,5.099249506,982.6315078
Heavily indebted poor countries (HIPC),HPC,2014,5.099249506,2.85051134
High income,HIC,2014,1.680554799,39280.62245
High income,HIC,2014,1.680554799,1.595608566
Honduras,HND,2014,2.635,2164.42455
Honduras,HND,2014,2.635,1.170430679
Hong Kong SAR. China,HKG,2014,1.235,40315.37395
Hong Kong SAR. China,HKG,2014,1.235,2.043130265
Hungary,HUN,2014,1.44,14294.25842
Hungary,HUN,2014,1.44,4.513367768
Iceland,ISL,2014,1.93,54576.74481
Iceland,ISL,2014,1.93,0.562209389
IDA & IBRD total,IBT,2014,2.643149587,4837.151957
IDA & IBRD total,IBT,2014,2.643149587,3.469548152
India,IND,2014,2.306,1559.863779
India,IND,2014,2.306,6.086180227
Indonesia,IDN,2014,2.389,3476.624854
Indonesia,IDN,2014,2.389,3.796140768
Iran. Islamic Rep.,IRN,2014,2.036,5757.543333
Iran. Islamic Rep.,IRN,2014,2.036,3.011764287
Iraq,IRQ,2014,4.283,6215.986033
Iraq,IRQ,2014,4.283,-3.25142072
Ireland,IRL,2014,1.89,55752.76498
Ireland,IRL,2014,1.89,8.036357886
Isle of Man,IMN,2014,1.737,91881.07195
Isle of Man,IMN,2014,1.737,5.465942617
Israel,ISR,2014,3.08,38259.6811
Israel,ISR,2014,3.08,1.943377094
Italy,ITA,2014,1.37,35565.72138
Italy,ITA,2014,1.37,-0.91781388
Jamaica,JAM,2014,1.569,4991.561517
Jamaica,JAM,2014,1.569,0.277089053
Japan,JPN,2014,1.42,38475.39525
Japan,JPN,2014,1.42,0.429381123
Jordan,JOR,2014,3.31,4255.894302
Jordan,JOR,2014,3.31,-8.117479488
Kazakhstan,KAZ,2014,2.73,12807.26305
Kazakhstan,KAZ,2014,2.73,2.67672093
Kenya,KEN,2014,3.844,1489.919721
Kenya,KEN,2014,3.844,2.63818993
Kiribati,KIR,2014,3.599,1740.356052
Kiribati,KIR,2014,3.599,-0.187033166
Korea. Rep.,KOR,2014,1.205,29252.93124
Korea. Rep.,KOR,2014,1.205,2.556219509
Kosovo,XKX,2014,1.871,3902.530841
Kosovo,XKX,2014,1.871,3.653588296
Kuwait,KWT,2014,2.156,43239.88266
Kuwait,KWT,2014,2.156,-2.573382874
Kyrgyz Republic,KGZ,2014,3.2,1279.770784
Kyrgyz Republic,KGZ,2014,3.2,1.957996976
Lao PDR,LAO,2014,2.802,1984.508283
Lao PDR,LAO,2014,2.802,6.153133053
Late-demographic dividend,LTE,2014,1.80019512,8811.760645
Late-demographic dividend,LTE,2014,1.80019512,4.491013369
Latin America & Caribbean,LCN,2014,2.093902735,10540.99063
Latin America & Caribbean,LCN,2014,2.093902735,0.281315931
Latin America & Caribbean (excluding high income),LAC,2014,2.091389871,9872.411055
Latin America & Caribbean (excluding high income),LAC,2014,2.091389871,0.227977043
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,2.105271991,10464.88645
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,2.105271991,0.308154459
Latvia,LVA,2014,1.65,15742.39134
Latvia,LVA,2014,1.65,2.866362594
Least developed countries: UN classification,LDC,2014,4.322302694,1033.334449
Least developed countries: UN classification,LDC,2014,4.322302694,3.084187165
Lebanon,LBN,2014,2.182,7665.379692
Lebanon,LBN,2014,2.182,-7.242590982
Lesotho,LSO,2014,3.288,1165.05065
Lesotho,LSO,2014,3.288,0.676425998
Liberia,LBR,2014,4.622,713.7348824
Liberia,LBR,2014,4.622,-1.35044827
Libya,LBY,2014,2.754,9408.753043
Libya,LBY,2014,2.754,-24.46316147
Liechtenstein,LIE,2014,1.59,179467.5162
Lithuania,LTU,2014,1.63,16551.0182
Lithuania,LTU,2014,1.63,4.431087654
Low & middle income,LMY,2014,2.67773978,4401.688003
Low & middle income,LMY,2014,2.67773978,3.735112726
Low income,LIC,2014,5.08639041,743.4951538
Low income,LIC,2014,5.08639041,1.840975244
Lower middle income,LMC,2014,2.93393824,1888.164229
Lower middle income,LMC,2014,2.93393824,4.430423991
Luxembourg,LUX,2014,1.5,123678.7021
Luxembourg,LUX,2014,1.5,0.232564441
Macao SAR. China,MAC,2014,1.224,90873.60249
Macao SAR. China,MAC,2014,1.224,-3.798138794
Madagascar,MDG,2014,4.247,517.1361831
Madagascar,MDG,2014,4.247,0.659691221
Malawi,MWI,2014,4.612,534.1269771
Malawi,MWI,2014,4.612,2.720274217
Malaysia,MYS,2014,2.081,11045.58012
Malaysia,MYS,2014,2.081,4.373135962
Maldives,MDV,2014,2.059,8872.128386
Maldives,MDV,2014,2.059,3.659654555
Mali,MLI,2014,6.441,818.4303414
Mali,MLI,2014,6.441,3.74263871
Malta,MLT,2014,1.38,26753.27338
Malta,MLT,2014,1.38,5.505675834
Marshall Islands,MHL,2014,3.161,3678.105394
Marshall Islands,MHL,2014,3.161,0.671504268
Mauritania,MRT,2014,4.886,1715.388838
Mauritania,MRT,2014,4.886,1.55574229
Mauritius,MUS,2014,1.43,10366.35508
Mauritius,MUS,2014,1.43,3.639190074
Mexico,MEX,2014,2.211,11490.02169
Mexico,MEX,2014,2.211,1.239079953
Micronesia. Fed. Sts.,FSM,2014,3.032,2928.448782
Micronesia. Fed. Sts.,FSM,2014,3.032,-2.677648939
Middle East & North Africa,MEA,2014,2.974570517,8403.789856
Middle East & North Africa,MEA,2014,2.974570517,0.718841732
Middle East & North Africa (excluding high income),MNA,2014,3.039515264,4385.600914
Middle East & North Africa (excluding high income),MNA,2014,3.039515264,-0.219407428
Middle East & North Africa (IDA & IBRD countries),TMN,2014,3.02879445,4397.366759
Middle East & North Africa (IDA & IBRD countries),TMN,2014,3.02879445,-0.197240216
Middle income,MIC,2014,2.44949821,4789.175891
Middle income,MIC,2014,2.44949821,3.869284049
Moldova,MDA,2014,1.822,3289.957586
Moldova,MDA,2014,1.822,5.06366581
Mongolia,MNG,2014,2.996,4211.939436
Mongolia,MNG,2014,2.996,5.741883999
Montenegro,MNE,2014,1.75,7387.872969
Montenegro,MNE,2014,1.75,1.68499388
Morocco,MAR,2014,2.548,3430.534424
Morocco,MAR,2014,2.548,1.357613203
Mozambique,MOZ,2014,5.131,690.4432181
Mozambique,MOZ,2014,5.131,4.447452011
Myanmar,MMR,2014,2.24,1283.106492
Myanmar,MMR,2014,2.24,7.271671975
Namibia,NAM,2014,3.635,5544.104068
Namibia,NAM,2014,3.635,4.271919367
Nauru,NRU,2014,3.857,9063.00223
Nauru,NRU,2014,3.857,13.23673684
Nepal,NPL,2014,2.293,827.7447084
Nepal,NPL,2014,2.293,5.70053324
Netherlands,NLD,2014,1.71,52900.53742
Netherlands,NLD,2014,1.71,1.059101254
New Caledonia,NCL,2014,2.17,39675.56648
New Zealand,NZL,2014,1.92,44578.22539
New Zealand,NZL,2014,1.92,2.045181506
Nicaragua,NIC,2014,2.503,1913.521348
Nicaragua,NIC,2014,2.503,3.278752506
Niger,NER,2014,7.279,560.7544752
Niger,NER,2014,7.279,2.68508978
Nigeria,NGA,2014,5.664,3200.952799
Nigeria,NGA,2014,5.664,3.552162299
North America,NAC,2014,1.837166685,54877.35456
North America,NAC,2014,1.837166685,1.772950911
North Macedonia,MKD,2014,1.5,5925.385922
North Macedonia,MKD,2014,1.5,3.907927558
Norway,NOR,2014,1.75,97666.69518
Norway,NOR,2014,1.75,0.90376265
OECD members,OED,2014,1.755232511,38112.0709
OECD members,OED,2014,1.755232511,1.525019462
Oman,OMN,2014,2.956,23121.20638
Oman,OMN,2014,2.956,-3.573368028
Other small states,OSS,2014,2.374437222,13014.8596
Other small states,OSS,2014,2.374437222,1.03117102
Pacific island small states,PSS,2014,3.50763127,3862.302536
Pacific island small states,PSS,2014,3.50763127,2.493881596
Pakistan,PAK,2014,4.005,1303.18537
Pakistan,PAK,2014,4.005,2.659526508
Panama,PAN,2014,2.59,12837.24796
Panama,PAN,2014,2.59,3.249830137
Papua New Guinea,PNG,2014,3.625,2742.25005
Papua New Guinea,PNG,2014,3.625,10.6123177
Paraguay,PRY,2014,2.646,6629.416993
Paraguay,PRY,2014,2.646,3.830497925
Peru,PER,2014,2.385,6614.83082
Peru,PER,2014,2.385,1.319201257
Philippines,PHL,2014,3.031,2935.928598
Philippines,PHL,2014,3.031,4.642336027
Poland,POL,2014,1.32,14181.94868
Poland,POL,2014,1.32,3.914705633
Portugal,PRT,2014,1.23,22103.70097
Portugal,PRT,2014,1.23,1.337119967
Post-demographic dividend,PST,2014,1.634273107,43223.19753
Post-demographic dividend,PST,2014,1.634273107,1.549347804
Pre-demographic dividend,PRE,2014,5.355311172,1844.554919
Pre-demographic dividend,PRE,2014,5.355311172,2.078036036
Puerto Rico,PRI,2014,1.432,28981.45733
Puerto Rico,PRI,2014,1.432,0.436573539
Qatar,QAT,2014,1.898,93126.14946
Qatar,QAT,2014,1.898,-3.178365702
Romania,ROU,2014,1.56,10031.34215
Romania,ROU,2014,1.56,4.511416855
Russian Federation,RUS,2014,1.75,14055.47266
Russian Federation,RUS,2014,1.75,-1.121940417
Rwanda,RWA,2014,4.112,724.7219737
Rwanda,RWA,2014,4.112,3.672769905
Samoa,WSM,2014,4.443,3948.728022
Samoa,WSM,2014,4.443,-0.247106676
Sao Tome and Principe,STP,2014,4.511,1484.170105
Sao Tome and Principe,STP,2014,4.511,2.919601342
Saudi Arabia,SAU,2014,2.686,23862.79869
Saudi Arabia,SAU,2014,2.686,1.733401798
Senegal,SEN,2014,4.905,1417.094987
Senegal,SEN,2014,4.905,3.374701174
Serbia,SRB,2014,1.46,6600.056211
Serbia,SRB,2014,1.46,-1.126397327
Seychelles,SYC,2014,2.25,15188.19022
Seychelles,SYC,2014,2.25,2.457612439
Sierra Leone,SLE,2014,4.703,702.3385877
Sierra Leone,SLE,2014,4.703,1.984634814
Singapore,SGP,2014,1.25,57564.80231
Singapore,SGP,2014,1.25,2.594723155
Sint Maarten (Dutch part),SXM,2014,1.794,36136.69917
Sint Maarten (Dutch part),SXM,2014,1.794,-1.325380078
Slovak Republic,SVK,2014,1.37,18719.98814
Slovak Republic,SVK,2014,1.37,2.59757523
Slovenia,SVN,2014,1.58,24247.17332
Slovenia,SVN,2014,1.58,2.667134059
Small states,SST,2014,2.487293301,11541.41913
Small states,SST,2014,2.487293301,1.093557455
Solomon Islands,SLB,2014,4.418,2235.733703
Solomon Islands,SLB,2014,4.418,-1.353323068
Somalia,SOM,2014,7.057,491.1898041
Somalia,SOM,2014,7.057,3.836271227
South Africa,ZAF,2014,2.424,6965.137897
South Africa,ZAF,2014,2.424,-0.172220609
South Asia,SAS,2014,2.530008428,1490.804076
South Asia,SAS,2014,2.530008428,5.486592969
South Asia (IDA & IBRD),TSA,2014,2.530008428,1490.804076
South Asia (IDA & IBRD),TSA,2014,2.530008428,5.486592969
South Sudan,SSD,2014,5.022,1245.149311
South Sudan,SSD,2014,5.022,2.384898534
Spain,ESP,2014,1.32,29513.65118
Spain,ESP,2014,1.32,1.699352659
Sri Lanka,LKA,2014,2.13,3885.623616
Sri Lanka,LKA,2014,2.13,5.838557631
St. Kitts and Nevis,KNA,2014,1.665,19923.22733
St. Kitts and Nevis,KNA,2014,1.665,7.316135222
St. Lucia,LCA,2014,1.485,10006.55125
St. Lucia,LCA,2014,1.485,1.040958585
St. Martin (French part),MAF,2014,2.595,21920.02378
St. Vincent and the Grenadines,VCT,2014,2.12,7210.603113
St. Vincent and the Grenadines,VCT,2014,2.12,1.759763469
Sub-Saharan Africa,SSF,2014,5.015495965,1909.589895
Sub-Saharan Africa,SSF,2014,5.015495965,2.048948429
Sub-Saharan Africa (excluding high income),SSA,2014,5.01577208,1908.353803
Sub-Saharan Africa (excluding high income),SSA,2014,5.01577208,2.04947894
Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,5.015495965,1909.589895
Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,5.015495965,2.048948429
Sudan,SDN,2014,4.912,1338.173096
Sudan,SDN,2014,4.912,1.797467159
Suriname,SUR,2014,2.519,9199.177893
Suriname,SUR,2014,2.519,-0.753771107
Sweden,SWE,2014,1.88,60020.36046
Sweden,SWE,2014,1.88,1.644244006
Switzerland,CHE,2014,1.54,88724.99094
Switzerland,CHE,2014,1.54,1.108693594
Syrian Arab Republic,SYR,2014,3.101,1071.234204
Syrian Arab Republic,SYR,2014,3.101,-3.949252935
Tajikistan,TJK,2014,3.459,1094.43005
Tajikistan,TJK,2014,3.459,4.268557189
Tanzania,TZA,2014,5.122,1013.428772
Tanzania,TZA,2014,5.122,3.470553151
Thailand,THA,2014,1.51,5822.377783
Thailand,THA,2014,1.51,0.432582323
Timor-Leste,TLS,2014,4.085,1221.72396
Timor-Leste,TLS,2014,4.085,2.420223117
Togo,TGO,2014,4.655,877.1929606
Togo,TGO,2014,4.655,2.99321468
Tonga,TON,2014,3.635,4125.425454
Tonga,TON,2014,3.635,2.461694273
Trinidad and Tobago,TTO,2014,1.693,20473.40403
Trinidad and Tobago,TTO,2014,1.693,3.142598026
Tunisia,TUN,2014,2.252,4398.638695
Tunisia,TUN,2014,2.252,1.929765049
Turkiye,TUR,2014,2.2,12165.22014
Turkiye,TUR,2014,2.2,3.53349204
Turkmenistan,TKM,2014,2.956,7685.509859
Turkmenistan,TKM,2014,2.956,8.292780829
Turks and Caicos Islands,TCA,2014,1.653,24040.87466
Turks and Caicos Islands,TCA,2014,1.653,4.388946616
Tuvalu,TUV,2014,3.275,3556.379728
Tuvalu,TUV,2014,3.275,0.17432792
Uganda,UGA,2014,5.463,897.5097286
Uganda,UGA,2014,5.463,2.031585586
Ukraine,UKR,2014,1.498,3104.653809
Ukraine,UKR,2014,1.498,-4.875249963
United Arab Emirates,ARE,2014,1.545,46865.9646
United Arab Emirates,ARE,2014,1.545,3.174202487
United Kingdom,GBR,2014,1.81,47439.61659
United Kingdom,GBR,2014,1.81,2.438574405
United States,USA,2014,1.8625,55304.31553
United States,USA,2014,1.8625,1.774699807
Upper middle income,UMC,2014,1.978748378,7722.450749
Upper middle income,UMC,2014,1.978748378,4.005300159
Uruguay,URY,2014,1.998,18131.57885
Uruguay,URY,2014,1.998,2.919729657
Uzbekistan,UZB,2014,2.457,2628.460054
Uzbekistan,UZB,2014,2.457,5.086104322
Vanuatu,VUT,2014,4.06,2861.203154
Vanuatu,VUT,2014,4.06,0.694155033
Venezuela. RB,VEN,2014,2.365,15975.72938
Venezuela. RB,VEN,2014,2.365,-5.025111414
Viet Nam,VNM,2014,1.95,2558.778758
Viet Nam,VNM,2014,1.95,5.293387384
Virgin Islands (U.S.),VIR,2014,2.09,33045.36438
Virgin Islands (U.S.),VIR,2014,2.09,-1.62976238
West Bank and Gaza,PSE,2014,4.04,3352.112595
West Bank and Gaza,PSE,2014,4.04,-2.471026305
World,WLD,2014,2.506557231,10918.5541
World,WLD,2014,2.506557231,1.885841446
Yemen. Rep.,YEM,2014,4.427,1557.601406
Yemen. Rep.,YEM,2014,4.427,-2.955389297
Zambia,ZMB,2014,4.899,1724.57622
Zambia,ZMB,2014,4.899,1.348369284
Zimbabwe,ZWE,2014,3.962,1407.034291
Zimbabwe,ZWE,2014,3.962,-0.715190166
Bangladesh,BGD,2014,1.7,1108.522513
Bangladesh,BGD,2014,1.7,4.747779227
Cambodia,KHM,2014,2.4,1098.074538
Cambodia,KHM,2014,2.4,5.655376849
Congo. Dem. Rep.,COD,2014,5.7,472.2662357
Congo. Dem. Rep.,COD,2014,5.7,5.762181554
Egypt. Arab Rep.,EGY,2014,2.8,3196.861381
Egypt. Arab Rep.,EGY,2014,2.8,0.53182407
Ghana,GHA,2014,3.6,1942.921842
Ghana,GHA,2014,3.6,0.409400947
Kenya,KEN,2014,3.0,1489.919721
Kenya,KEN,2014,3.0,2.63818993
Lesotho,LSO,2014,2.3,1165.05065
Lesotho,LSO,2014,2.3,0.676425998
Senegal,SEN,2014,4.5,1417.094987
Senegal,SEN,2014,4.5,3.374701174
Togo,TGO,2014,4.1,877.1929606
Togo,TGO,2014,4.1,2.99321468
Zambia,ZMB,2014,4.5,1724.57622
Zambia,ZMB,2014,4.5,1.348369284
Afghanistan,AFG,2014,94.7066971,626.5129291
Afghanistan,AFG,2014,94.7066971,-0.964803331
Africa Eastern and Southern,AFE,2014,85.49937512,1678.55361
Africa Eastern and Southern,AFE,2014,85.49937512,1.175569552
Africa Western and Central,AFW,2014,89.53320347,2248.518426
Africa Western and Central,AFW,2014,89.53320347,3.089858567
Albania,ALB,2014,46.43443099,4578.633208
Albania,ALB,2014,46.43443099,1.985388092
Algeria,DZA,2014,50.67969426,6164.644699
Algeria,DZA,2014,50.67969426,2.060062449
American Samoa,ASM,2014,58.22197982,12313.99736
American Samoa,ASM,2014,58.22197982,3.279021642
Andorra,AND,2014,38.97081652,45680.53499
Andorra,AND,2014,38.97081652,2.140938982
Angola,AGO,2014,93.50197259,5011.984427
Angola,AGO,2014,93.50197259,1.030729118
Antigua and Barbuda,ATG,2014,41.7495314,15451.49524
Antigua and Barbuda,ATG,2014,41.7495314,1.364997457
Arab World,ARB,2014,62.58765687,7300.599771
Arab World,ARB,2014,62.58765687,0.12172962
Argentina,ARG,2014,55.97327624,12334.79825
Argentina,ARG,2014,55.97327624,-3.57858051
Armenia,ARM,2014,42.58083392,4017.229914
Armenia,ARM,2014,42.58083392,4.010645933
Aruba,ABW,2014,43.63517879,26940.26411
Aruba,ABW,2014,43.63517879,-2.264869106
Australia,AUS,2014,50.54840341,62558.24388
Australia,AUS,2014,50.54840341,1.088300782
Austria,AUT,2014,48.5314835,51786.37717
Austria,AUT,2014,48.5314835,-0.122370667
Azerbaijan,AZE,2014,42.07093476,7890.840281
Azerbaijan,AZE,2014,42.07093476,1.475936941
Bahamas. The,BHS,2014,44.30966067,28201.5568
Bahamas. The,BHS,2014,44.30966067,0.936178676
Bahrain,BHR,2014,29.66186508,25464.7601
Bahrain,BHR,2014,29.66186508,0.413894139
Bangladesh,BGD,2014,55.25635905,1108.522513
Bangladesh,BGD,2014,55.25635905,4.747779227
Barbados,BRB,2014,46.70060691,16980.02706
Barbados,BRB,2014,46.70060691,-0.284468003
Belarus,BLR,2014,44.41860465,8341.290143
Belarus,BLR,2014,44.41860465,1.669105162
Belgium,BEL,2014,53.859121,47764.07151
Belgium,BEL,2014,53.859121,1.128595725
Belize,BLZ,2014,57.88801506,6031.548402
Belize,BLZ,2014,57.88801506,1.748010161
Benin,BEN,2014,86.39927329,1251.504765
Benin,BEN,2014,86.39927329,3.290504999
Bermuda,BMU,2014,44.677165,98467.68399
Bermuda,BMU,2014,44.677165,-3.903606108
Bhutan,BTN,2014,49.4792079,2793.931303
Bhutan,BTN,2014,49.4792079,4.64569407
